Subject,Overall Frequency,bau,arc,tec,mas,fer,phy,mat,geo,his,sow,elt,inf,oek,ver,rel,jur,pae,hor,meda,rest,cet,che,lin,phi,lit,bio,spo,ber,med
Multinationales Unternehmen,267,0,3,5,0,0,0,3,7,3,30,0,4,142,0,0,19,50,0,0,0,0,0,0,0,0,1,0,0,0
Regionalentwicklung,266,0,95,1,3,0,0,0,47,7,23,0,1,51,6,0,0,18,4,2,3,3,0,0,0,0,0,1,1,0
Corporate Social Responsibility,266,0,2,4,0,0,0,2,1,1,19,0,1,127,0,0,10,85,0,3,2,4,0,0,1,0,0,4,0,0
Identität,266,0,3,0,0,0,0,1,8,40,106,0,1,7,0,21,3,32,0,3,3,0,0,9,11,17,0,1,0,0
Gesundheitsförderung,265,0,6,14,0,0,0,0,1,1,50,0,1,48,0,0,1,57,1,76,4,1,0,0,0,0,0,4,0,0
Begriff,264,0,2,4,0,0,5,0,8,16,63,1,0,6,0,14,22,39,0,3,4,0,0,11,48,17,0,1,0,0
Klimaschutz,263,2,10,1,9,0,0,2,12,2,37,4,0,52,5,3,14,7,8,0,59,29,2,0,1,0,2,2,0,0
Unterricht,263,0,0,0,0,0,0,4,1,3,39,1,11,2,0,8,0,168,0,0,4,0,1,11,3,5,1,1,0,0
Organisationsentwicklung,261,0,1,6,1,0,0,1,0,0,53,0,7,100,0,1,5,82,0,1,2,0,0,0,1,0,0,0,0,0
Unternehmensgründung,260,0,0,12,1,0,0,1,2,0,19,0,7,148,0,0,8,61,0,0,1,0,0,0,0,0,0,0,0,0
Zeitschrift,259,0,0,1,0,0,1,0,0,6,40,0,0,130,0,3,36,36,0,0,2,0,1,1,0,2,0,0,0,0
Aufsatzsammlung,259,0,6,8,0,1,4,8,10,3,45,1,8,63,1,3,5,47,3,3,3,1,6,9,5,9,5,2,0,0
Sozioökonomischer Wandel,258,0,14,10,0,0,0,0,16,28,85,0,7,58,3,0,3,16,1,1,3,7,0,0,6,0,0,0,0,0
Experiment,258,1,7,8,5,0,38,10,4,0,13,2,1,103,1,0,1,28,2,1,1,1,14,2,2,2,11,0,0,0
Technische Mechanik,257,3,0,110,0,7,121,13,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Erfolgsfaktor,257,0,2,17,1,1,0,0,0,0,17,0,8,140,4,0,0,59,1,2,0,0,0,0,1,0,0,4,0,0
Energiepolitik,257,1,4,7,43,0,2,0,5,14,28,2,1,102,5,0,11,2,3,0,8,16,3,0,0,0,0,0,0,0
Entrepreneurship,256,0,2,12,1,0,0,0,3,1,19,0,1,149,0,0,1,64,0,1,1,0,0,0,0,0,0,1,0,0
Innenarchitektur,255,9,182,2,0,3,0,0,0,7,14,5,0,7,2,0,0,15,0,3,1,5,0,0,0,0,0,0,0,0
Wirtschaftswachstum,255,0,2,10,0,0,1,0,10,13,28,1,4,168,0,0,2,7,1,2,1,3,1,0,0,0,1,0,0,0
Judentum,255,0,1,0,0,0,0,0,1,45,21,0,0,0,0,148,2,8,0,0,2,0,0,4,14,9,0,0,0,0
Antisemitismus,254,0,0,0,0,0,0,0,0,96,94,0,0,0,0,29,1,15,0,1,1,0,0,2,5,7,0,3,0,0
Wasserversorgung,251,58,7,1,14,0,0,0,27,8,11,0,0,90,0,0,0,2,4,0,1,27,1,0,0,0,0,0,0,0
Rassismus,251,0,2,1,0,0,0,0,3,54,143,0,1,2,0,13,3,14,0,0,0,0,0,3,4,7,0,1,0,0
Mitarbeiter,251,0,0,4,1,0,0,1,0,6,77,0,6,80,0,0,7,58,1,5,1,1,0,1,0,1,0,1,0,0
Inklusion Soziologie,250,0,3,1,0,0,0,3,0,2,102,0,0,8,0,6,3,106,0,1,4,1,0,4,0,1,0,5,0,0
Digitale Revolution,250,1,8,14,1,0,0,2,3,0,55,2,42,53,0,5,13,30,0,4,6,0,0,1,8,1,0,1,0,0
Religionsunterricht,249,0,1,0,0,0,0,0,0,2,14,0,0,1,0,162,3,53,0,0,1,0,0,2,6,3,1,0,0,0
Flüchtling,248,0,8,0,0,0,0,0,10,27,117,0,0,11,0,3,15,46,0,2,0,0,0,2,5,2,0,0,0,0
Kunststoff,248,2,1,0,8,88,24,1,0,0,1,3,0,6,3,0,2,3,1,5,0,65,28,0,0,0,2,0,0,5
Vergangenheitsbewältigung,248,0,2,8,0,0,0,0,1,119,71,0,0,0,0,3,9,8,0,2,0,0,0,2,6,16,0,1,0,0
Biomaterial,247,0,0,0,8,27,3,0,0,0,0,0,0,0,0,0,0,0,0,88,1,17,12,0,0,0,3,1,0,87
Methodologie,247,1,2,0,0,0,0,5,0,8,72,0,3,110,0,2,0,18,0,0,5,0,0,1,15,1,2,2,0,0
Terrorismus,247,0,0,4,0,0,0,0,4,42,112,0,2,2,0,30,24,5,0,1,2,2,1,2,6,6,1,1,0,0
Entscheidungsfindung,246,4,6,3,0,0,0,34,3,0,23,0,38,73,2,0,9,31,0,4,0,3,0,1,7,0,2,3,0,0
Lineare Algebra,245,0,0,5,0,0,7,203,3,0,0,0,16,4,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0
Medizin,244,0,2,7,0,0,4,14,0,13,11,2,19,2,0,8,12,14,0,74,6,3,1,1,12,5,10,2,0,22
Alter,244,0,18,2,0,0,0,1,8,5,106,0,0,6,2,2,3,39,2,30,2,0,0,0,4,6,0,6,0,2
Empirische Sozialforschung,243,0,0,2,0,0,0,12,3,0,164,0,3,15,0,6,1,28,0,0,7,0,0,0,2,0,0,0,0,0
Arbeitsbedingungen,242,0,1,23,0,0,0,0,5,14,65,0,1,68,1,0,9,43,1,7,1,1,0,0,0,2,0,0,0,0
Inklusive Pädagogik,242,0,0,0,0,0,0,3,0,1,80,0,0,3,0,3,2,131,0,0,0,0,0,8,1,4,0,6,0,0
Numerische Strömungssimulation,241,2,0,60,19,2,75,50,1,0,0,2,6,0,15,0,0,0,1,2,0,5,1,0,0,0,0,0,0,0
Numerische Mathematik,241,1,0,13,0,1,16,167,1,0,0,1,33,4,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0
Wirtschaftsmathematik,240,0,0,0,0,0,1,118,0,0,3,0,7,109,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Robotik,240,0,1,64,4,1,4,10,0,0,15,7,80,5,4,0,9,1,3,9,3,0,0,0,11,0,0,3,0,6
Geschlechtsunterschied,240,0,2,1,0,0,0,0,1,5,107,0,1,11,2,8,2,62,0,13,2,0,0,9,2,5,3,4,0,0
E-Learning,240,0,1,3,0,0,1,7,0,2,16,1,43,12,0,0,1,137,0,4,9,2,1,0,0,0,0,0,0,0
Mehrsprachigkeit,239,0,0,0,0,0,0,3,1,3,15,0,6,0,0,1,1,50,0,0,4,0,1,92,1,61,0,0,0,0
Kooperation,239,2,11,5,0,0,1,3,2,12,40,3,7,37,2,7,10,76,1,5,4,1,1,2,2,4,1,0,0,0
Biomedizinische Technik,238,0,0,1,5,10,11,21,0,0,0,4,9,1,0,0,0,1,1,84,0,8,2,0,1,0,6,0,0,73
Psychotherapie,237,0,0,0,0,0,0,0,0,1,34,0,2,1,0,3,3,145,0,39,3,0,0,1,3,0,1,1,0,0
Gewalttätigkeit,236,0,1,0,0,0,0,0,1,19,106,0,2,1,0,3,13,74,0,3,5,0,0,1,0,2,0,5,0,0
Diskurs,236,0,8,0,0,0,1,0,12,31,91,0,1,5,0,19,5,18,1,5,9,0,0,9,10,11,0,0,0,0
Lehrerbildung,236,0,0,0,0,0,3,4,1,4,39,0,0,2,0,3,1,154,0,0,2,0,2,12,0,6,1,2,0,0
Diskursanalyse,236,0,0,1,0,0,0,0,3,12,60,0,3,11,0,3,3,15,0,1,2,0,0,73,5,44,0,0,0,0
Raumordnung,236,3,140,1,6,0,0,0,35,4,17,0,0,8,1,0,3,1,5,1,0,8,0,2,0,0,0,1,0,0
Software Engineering,236,0,1,1,0,0,0,8,0,0,0,0,204,17,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Verwaltung,235,0,1,1,0,0,0,0,0,19,110,2,5,27,0,0,60,7,0,0,2,0,0,1,0,0,0,0,0,0
Technische Innovation,235,2,9,45,2,0,1,5,5,2,13,5,15,86,6,0,10,6,3,2,5,10,0,0,0,0,0,0,1,2
Linguistik,234,0,0,0,0,0,2,1,0,1,5,0,4,0,0,0,2,9,0,0,2,0,0,130,3,75,0,0,0,0
Computerspiel,233,0,3,0,0,0,0,9,1,3,14,0,140,4,0,0,1,25,0,5,7,0,0,5,2,2,0,12,0,0
Geschichtsschreibung,233,0,5,3,1,0,1,0,1,143,31,0,1,1,0,11,0,7,0,0,2,0,1,4,3,18,0,0,0,0
Umweltökonomie,232,0,0,1,14,0,1,2,10,0,15,0,0,153,0,0,4,4,1,2,10,9,0,0,0,0,6,0,0,0
Soziale Situation,232,0,3,3,0,0,0,0,12,56,102,0,1,16,0,4,4,16,0,5,4,0,0,0,3,2,0,1,0,0
Architekturtheorie,232,4,193,0,0,0,0,0,3,5,4,0,0,0,0,1,0,10,0,0,1,0,0,0,10,1,0,0,0,0
Unternehmenskultur,232,0,0,3,0,0,0,1,0,1,40,0,4,107,0,2,1,70,0,1,0,0,0,1,1,0,0,0,0,0
Krankenhaus,231,0,8,3,1,0,0,4,3,0,9,0,10,52,0,1,13,18,0,102,1,2,0,0,0,1,0,0,0,3
Krieg,231,0,3,28,0,0,0,2,0,53,83,0,0,3,0,12,5,12,0,4,3,0,0,3,8,12,0,0,0,0
Weltwirtschaft,231,0,0,1,2,0,0,0,6,18,37,0,1,155,1,0,0,1,2,1,3,1,0,0,2,0,0,0,0,0
Finanzierung,230,2,6,0,2,0,0,2,1,3,26,0,1,130,3,3,24,12,0,7,3,3,0,0,0,1,0,1,0,0
Rechnernetz,230,0,0,2,1,0,0,12,0,0,3,12,187,5,0,0,1,1,0,1,1,0,0,0,0,1,2,0,0,1
Erwachsenenbildung,229,0,2,0,0,0,0,0,0,1,39,0,3,9,0,2,0,155,0,3,4,0,0,9,1,1,0,0,0,0
Politische Philosophie,225,0,0,0,0,0,0,0,2,7,57,0,0,5,0,9,17,1,0,0,0,0,0,0,124,3,0,0,0,0
Umweltbelastung,224,1,7,1,4,3,1,2,18,3,6,1,0,28,3,0,4,2,13,7,6,84,12,0,1,0,10,3,4,0
Recycling,224,29,27,3,8,5,1,0,4,2,2,4,0,18,3,0,1,4,2,0,0,101,10,0,0,0,0,0,0,0
Organisationswandel,223,0,0,7,0,0,0,0,0,1,42,1,4,97,0,0,2,66,0,0,3,0,0,0,0,0,0,0,0,0
Lernen,222,0,4,5,0,0,0,3,2,2,30,0,11,13,0,1,0,136,0,1,2,0,1,7,1,1,1,1,0,0
Roman,220,0,1,0,0,0,0,0,1,7,5,0,0,0,0,2,0,1,0,0,1,0,0,22,2,177,1,0,0,0
Finanzmathematik,220,0,0,0,0,0,2,100,0,0,0,0,7,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Change Management,219,0,0,7,3,0,0,1,0,0,30,1,4,101,0,0,6,60,0,2,4,0,0,0,0,0,0,0,0,0
Kreativität,219,0,7,12,0,0,0,4,10,0,37,0,14,52,0,2,1,56,0,2,7,0,0,3,8,3,0,1,0,0
Sekundarstufe 1,219,0,0,0,0,0,1,21,1,7,16,0,3,1,0,26,0,102,0,0,4,0,1,13,3,11,3,6,0,0
Biochemie,219,0,0,0,1,0,6,1,2,0,0,0,0,1,0,0,0,1,6,21,1,11,77,0,0,0,91,0,0,0
Netzwerk,218,1,3,10,1,0,11,25,8,6,26,13,25,35,2,4,3,24,0,4,1,0,2,0,0,0,13,1,0,0
Bildungspolitik,218,0,1,0,0,0,0,1,0,11,47,0,0,13,0,3,4,125,0,2,4,0,0,1,3,3,0,0,0,0
Mensch,218,2,4,11,0,0,0,0,3,13,22,1,14,7,0,5,4,19,6,9,8,5,3,4,38,6,34,0,0,0
Tourismus,217,1,15,2,0,0,0,0,25,9,14,0,2,33,2,0,2,1,1,0,1,25,0,0,1,0,1,82,0,0
Strukturwandel,217,1,14,5,2,0,0,0,11,12,28,0,4,96,3,0,5,17,4,0,9,1,0,0,2,0,1,0,2,0
Landeskunde,215,0,0,0,0,0,0,0,109,61,19,0,0,12,0,1,0,4,0,0,2,0,0,2,0,4,1,0,0,0
Ernährung,215,1,0,0,0,0,0,0,3,6,13,0,0,3,0,0,0,64,16,60,5,11,10,0,5,0,11,7,0,0
Corporate Governance,214,0,0,0,0,0,0,0,1,6,15,0,7,120,0,1,16,46,0,2,0,0,0,0,0,0,0,0,0,0
Zweiter Weltkrieg,213,0,1,11,2,0,0,1,1,127,48,0,2,0,2,1,2,6,0,3,2,0,0,0,1,3,0,0,0,0
Stadtsoziologie,211,0,59,0,0,0,0,0,57,1,81,0,3,6,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
World Wide Web,211,0,2,0,0,0,0,1,2,1,11,4,147,18,0,0,5,6,0,0,11,0,0,1,0,2,0,0,0,0
Werkstoffkunde,211,6,4,1,11,128,23,2,2,0,0,2,0,0,1,0,0,3,0,0,0,13,13,0,0,0,2,0,0,0
Studium,211,7,7,1,1,0,0,4,1,5,24,0,5,16,0,2,2,113,1,1,15,0,0,2,1,3,0,0,0,0
Wissenschaftliches Arbeiten,210,1,1,4,0,0,1,6,0,4,22,0,5,17,0,1,5,61,0,1,55,0,1,10,4,8,3,0,0,0
Umweltverträglichkeit,210,12,27,6,14,3,0,3,16,2,8,2,2,33,11,0,5,5,5,0,10,37,2,0,0,0,3,2,2,0
Agrarpolitik,210,0,1,0,0,0,0,0,1,8,9,0,0,86,0,0,5,0,94,0,0,5,0,0,0,0,1,0,0,0
Steuerrecht,209,0,0,0,1,0,0,0,0,4,5,0,0,90,0,0,106,1,1,1,0,0,0,0,0,0,0,0,0,0
Kulturkontakt,209,0,1,0,0,0,0,0,3,42,50,0,0,16,0,20,0,30,0,1,7,0,0,15,3,21,0,0,0,0
Signalverarbeitung,209,1,0,6,0,0,15,16,0,0,0,96,42,0,2,0,0,4,0,11,0,1,1,0,0,0,6,0,0,8
Verstädterung,208,2,63,3,0,0,0,0,79,11,35,0,0,5,1,0,1,1,1,0,0,4,0,0,1,0,1,0,0,0
Regionalplanung,208,0,125,0,7,0,0,0,33,0,9,0,0,15,3,0,5,0,0,0,2,6,0,0,0,0,0,3,0,0
Dienstleistung,208,0,1,13,0,0,1,2,0,0,14,1,12,111,1,0,8,22,0,11,7,0,0,1,0,1,0,2,0,0
Einwanderer,207,0,2,0,0,0,0,0,9,16,104,0,0,19,0,5,5,28,0,4,2,0,0,5,1,5,0,2,0,0
Kulturelle Identität,207,1,9,0,0,0,0,0,5,46,76,0,0,4,0,17,0,8,0,0,8,2,0,8,9,12,0,2,0,0
Biologie,206,1,2,3,0,0,6,19,5,2,6,1,1,2,0,1,0,6,1,13,3,3,11,5,14,0,99,0,0,2
Integration,206,0,2,3,1,0,0,0,7,10,73,0,7,33,2,11,6,32,0,3,2,1,0,3,4,2,0,4,0,0
Kreditmarkt,205,0,0,1,2,0,0,9,0,0,11,0,0,175,0,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0
Antike,204,0,10,6,0,0,0,0,6,93,14,0,0,0,1,24,2,3,0,0,5,0,0,8,4,28,0,0,0,0
Politische Kultur,203,0,3,0,0,0,0,0,3,67,101,0,0,4,0,6,4,5,0,0,0,0,0,0,5,3,0,2,0,0
Maschinelles Sehen,203,0,0,11,1,0,6,6,3,0,0,6,143,0,8,0,0,0,3,8,0,2,1,0,0,0,0,2,0,3
Wettbewerbsrecht,203,0,0,0,0,0,0,0,0,0,36,0,1,45,0,0,84,36,0,1,0,0,0,0,0,0,0,0,0,0
Messung,202,2,0,21,6,2,20,5,10,2,30,13,5,44,5,0,1,12,2,4,1,6,5,0,0,0,4,0,0,2
Kindertagesstätte,201,0,1,1,0,0,0,4,0,0,35,0,0,3,0,2,3,132,0,2,1,1,0,5,1,5,0,5,0,0
Politische Bildung,201,0,0,0,0,0,0,0,1,15,118,1,0,1,0,4,5,47,0,0,0,0,0,1,4,2,1,1,0,0
Sicherheitspolitik,201,0,0,10,0,0,0,0,4,40,122,0,2,4,1,4,8,2,0,0,1,0,0,0,3,0,0,0,0,0
Politischer Wandel,201,0,1,1,0,0,0,0,7,64,105,0,1,2,0,2,9,3,0,1,1,0,0,0,3,1,0,0,0,0
Schwarze,200,0,2,1,0,0,0,0,3,75,60,0,0,0,0,8,1,1,0,0,4,0,0,2,2,41,0,0,0,0
Gartengestaltung,200,0,108,0,0,0,0,0,1,3,0,3,0,0,0,0,0,2,39,1,0,1,0,0,0,0,2,40,0,0
Deep learning,200,1,0,1,0,0,1,6,12,0,1,5,164,0,3,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1
Verbundwerkstoff,200,4,4,4,12,100,32,7,0,0,0,5,0,0,3,0,0,0,6,4,0,8,7,0,0,0,0,0,0,4
Virtuelle Realität,199,1,5,10,1,0,1,4,1,0,13,2,106,11,1,1,2,13,0,3,8,0,0,3,3,4,1,5,0,0
Wahrnehmung,198,0,12,4,0,0,5,1,0,10,25,1,4,16,1,3,0,57,0,7,9,2,0,6,23,6,4,1,0,1
Medienpädagogik,198,0,0,0,0,0,0,1,0,0,33,1,19,0,0,2,1,131,0,1,5,0,0,2,2,0,0,0,0,0
Psychisches Trauma,198,0,0,0,0,0,0,0,0,17,46,0,0,1,0,5,6,94,0,21,0,0,0,2,1,4,0,1,0,0
Medizinische Informatik,198,0,0,0,0,0,0,63,0,0,0,2,48,1,0,0,0,0,0,68,0,1,0,0,0,0,2,0,0,13
Baustoff,197,89,83,0,0,7,0,0,0,0,2,0,0,2,2,0,0,2,2,0,0,8,0,0,0,0,0,0,0,0
Multikulturelle Gesellschaft,197,0,3,0,0,0,0,0,7,17,110,0,1,3,0,15,4,24,0,0,0,0,0,5,1,7,0,0,0,0
Stochastischer Prozess,197,0,0,7,0,0,14,139,0,0,1,3,7,20,1,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0
Gesundheit,197,4,15,2,0,0,0,0,4,2,40,0,0,15,0,4,1,33,2,48,7,11,0,0,1,0,4,4,0,0
Energiebewusstes Bauen,196,89,73,4,16,0,0,0,0,0,3,2,0,2,0,0,1,4,0,0,1,1,0,0,0,0,0,0,0,0
Coaching,196,0,0,1,0,0,0,4,0,0,52,0,0,54,0,1,0,80,0,0,0,0,0,0,1,1,0,2,0,0
Kundenmanagement,196,0,0,4,1,1,0,3,0,0,12,0,19,132,0,0,0,22,0,1,1,0,0,0,0,0,0,0,0,0
Erziehung,195,0,1,0,0,0,0,1,0,7,56,0,0,3,0,3,1,101,1,4,1,0,0,7,4,4,0,1,0,0
Finanzkrise,195,0,1,0,0,0,0,1,3,13,48,0,0,122,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
Bürgerbeteiligung,194,1,38,0,0,0,0,0,10,8,94,0,0,6,2,0,15,6,1,2,5,3,0,0,2,0,1,0,0,0
Widerstand,194,0,4,1,0,0,0,0,6,85,69,0,0,3,0,11,0,3,1,0,0,0,0,1,1,9,0,0,0,0
Fremdsprachenlernen,194,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,69,0,0,0,0,0,75,0,48,0,0,0,0
Prognose,194,2,4,6,3,0,0,42,13,5,19,0,12,67,2,0,3,6,1,2,6,0,0,0,0,1,0,0,0,0
Java Programmiersprache,193,0,0,0,0,0,1,9,0,0,0,2,175,3,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0
Ökologie,193,2,13,0,0,0,0,5,17,2,15,0,1,17,2,5,3,6,4,4,16,12,0,2,2,3,62,0,0,0
Pandemie,193,0,1,2,0,0,3,8,1,6,55,0,4,19,0,4,11,25,0,39,4,0,0,1,5,1,2,0,0,2
Evaluation,193,1,5,5,0,0,1,3,0,3,46,1,6,18,0,1,7,75,0,5,11,1,1,0,1,0,0,2,0,0
Mitgliedsstaaten,192,0,1,6,1,0,0,0,3,2,57,0,0,33,0,0,84,2,0,1,2,0,0,0,0,0,0,0,0,0
Bildungsforschung,192,0,0,2,0,0,0,1,2,8,44,0,5,4,0,0,0,117,0,0,7,0,0,2,0,0,0,0,0,0
Geschlechterverhältnis,192,0,0,3,0,0,0,0,3,21,106,0,0,2,0,14,2,17,0,1,7,0,0,4,7,5,0,0,0,0
Wettbewerbspolitik,191,0,0,0,0,0,0,0,0,0,42,0,0,63,0,0,48,37,0,0,1,0,0,0,0,0,0,0,0,0
Soziale Software,191,0,0,3,0,0,0,1,1,2,26,2,43,67,0,0,9,25,0,0,10,0,0,1,0,1,0,0,0,0
Interkulturalität,191,0,3,0,0,0,0,0,5,9,57,0,5,7,0,16,3,39,0,3,14,0,0,13,2,15,0,0,0,0
Bauökologie,190,82,93,1,0,0,0,0,3,0,2,0,0,0,0,0,0,3,1,0,0,5,0,0,0,0,0,0,0,0
Raum,190,1,31,2,0,0,11,4,32,9,31,1,2,4,1,3,1,12,0,0,14,0,0,7,14,9,0,1,0,0
Entwicklungspolitik,190,0,0,0,0,0,0,0,6,14,50,0,0,99,0,5,4,3,2,0,4,2,0,0,1,0,0,0,0,0
COVID-19,189,0,1,3,0,0,2,9,2,6,52,0,4,20,0,5,7,24,0,36,4,1,0,2,5,2,2,0,0,2
Fernerkundung,189,2,5,6,1,0,9,1,101,0,0,3,21,1,2,0,0,0,15,1,4,10,0,0,0,0,5,0,2,0
Ländlicher Raum,188,0,56,1,0,0,0,1,26,21,29,1,0,16,9,1,5,6,9,1,0,3,0,0,0,1,0,1,0,1
Geschichtsunterricht,188,0,1,0,0,0,0,0,3,87,14,0,0,0,0,7,0,75,0,0,1,0,0,0,0,0,0,0,0,0
Künste,187,0,7,0,0,0,0,2,3,25,35,0,0,1,1,5,1,16,0,1,18,0,0,20,13,39,0,0,0,0
Mathematische Modellierung,187,4,2,9,0,0,18,78,8,0,0,2,19,3,2,0,1,13,0,8,1,1,3,0,0,0,15,0,0,0
World Wide Web 2.0,186,0,0,5,0,0,0,1,0,1,31,3,64,41,0,0,4,17,0,0,16,0,0,1,1,1,0,0,0,0
Literaturwissenschaft,185,0,0,0,0,0,0,0,0,4,3,0,1,0,0,0,0,6,0,0,1,0,0,69,3,98,0,0,0,0
Lebensmitteltechnologie,185,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,4,77,3,1,80,5,1,0,1,6,0,0,1
Chancengleichheit,184,0,0,1,0,0,0,1,1,3,76,0,0,5,0,2,5,84,0,0,2,0,0,2,1,1,0,0,0,0
Nationalismus,184,0,1,0,0,0,1,0,1,71,81,0,0,2,0,12,2,1,0,1,0,0,0,3,3,5,0,0,0,0
Projekt,184,1,11,3,1,0,0,0,2,1,40,0,6,13,3,6,6,70,0,5,5,2,0,0,0,1,2,6,0,0
Migrationshintergrund,184,0,0,0,0,0,0,1,4,5,79,0,0,3,0,0,1,67,0,3,3,0,0,11,0,2,0,5,0,0
Mustererkennung,183,0,0,4,2,0,5,13,3,0,1,6,132,1,3,0,1,2,1,2,0,0,2,0,0,0,5,0,0,0
Wahrscheinlichkeitsrechnung,183,1,1,2,0,0,3,141,0,0,2,0,16,14,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
Multimedia,182,0,1,2,0,0,0,2,0,2,3,17,122,1,3,0,3,15,0,1,6,0,0,2,0,2,0,0,0,0
Umweltbezogenes Management,182,1,0,6,2,0,0,3,6,0,6,0,1,84,0,0,3,37,0,0,7,23,1,0,1,0,1,0,0,0
Stadtgestaltung,182,5,108,0,0,0,0,0,32,9,15,0,0,3,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Smart City,182,12,87,1,1,0,0,0,15,0,16,1,34,4,8,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
Mobilität,182,0,36,4,1,0,0,0,17,2,14,2,7,14,57,0,0,13,0,0,4,8,0,0,0,1,0,2,0,0
Denkmalpflege,182,24,116,2,3,2,0,0,3,15,3,0,0,0,1,0,4,7,0,0,0,0,0,0,0,0,1,0,1,0
Verkehrsplanung,181,1,67,2,3,0,0,2,8,1,5,0,1,13,73,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
Governance,181,0,21,0,1,0,0,0,8,4,70,0,1,36,1,1,14,16,0,2,3,1,0,0,0,0,0,2,0,0
Strafrecht,181,0,0,1,0,0,0,0,0,2,2,0,1,0,0,1,164,0,0,8,0,0,0,0,1,0,0,1,0,0
Wandel,180,0,4,2,0,0,1,0,7,17,66,0,2,17,0,2,3,23,0,1,16,0,0,6,7,6,0,0,0,0
Information Retrieval,180,0,0,5,0,0,1,2,2,0,0,2,132,2,0,0,2,4,0,0,22,0,0,5,0,1,0,0,0,0
Öffentlichkeitsarbeit,180,1,1,2,0,0,0,0,1,5,30,0,10,58,0,3,7,29,0,1,29,0,0,1,0,1,0,1,0,0
Umfrage,180,0,2,1,0,0,0,2,2,2,73,0,3,27,0,14,4,35,0,0,8,0,0,4,2,1,0,0,0,0
Energieeffizienz,179,19,14,10,28,1,2,0,3,0,4,20,14,33,16,0,2,1,4,0,2,4,2,0,0,0,0,0,0,0
Informationssystem,178,3,4,1,0,0,0,7,5,0,8,1,102,29,5,0,1,2,0,2,6,0,1,0,0,0,0,0,0,1
Anwendung,178,2,1,12,5,10,19,45,4,0,5,4,35,12,1,0,1,6,0,0,0,6,5,0,2,0,2,1,0,0
Soziologische Theorie,178,0,0,0,0,0,0,0,2,2,141,0,0,4,0,0,5,8,0,0,0,1,0,1,12,1,1,0,0,0
Gebäude,177,71,45,6,16,0,9,2,4,2,4,5,2,2,0,0,2,5,0,1,0,1,0,0,0,0,0,0,0,0
Graphentheorie,176,0,0,1,0,0,3,120,0,0,1,1,44,2,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0
Urbanität,176,0,46,0,0,0,0,0,50,12,54,0,0,0,1,0,0,2,0,0,2,0,0,2,2,4,0,1,0,0
Lyrik,176,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,4,0,0,2,0,0,25,1,140,0,0,0,0
Mehragentensystem,176,0,0,8,5,0,0,3,0,0,1,1,129,13,4,0,0,1,0,1,3,0,0,0,0,0,2,5,0,0
Fachdidaktik,175,0,0,1,0,0,2,10,1,3,9,1,2,1,0,6,0,84,0,1,5,1,9,17,2,10,6,4,0,0
Verteiltes System,175,0,0,2,0,0,2,4,0,0,0,9,152,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Eltern,174,0,0,0,0,0,0,1,0,2,45,0,2,0,0,2,3,106,0,6,1,0,0,2,1,3,0,0,0,0
Einwanderung,173,0,3,0,0,0,0,0,16,25,83,0,0,14,0,3,5,15,0,0,0,0,0,2,1,6,0,0,0,0
Vielfalt,173,0,4,0,0,0,0,1,6,4,64,1,0,11,0,4,6,43,1,1,8,0,0,8,1,4,5,1,0,0
Arbeitnehmer,173,0,0,3,0,0,0,0,4,4,44,0,2,60,0,0,20,25,1,7,1,0,0,0,1,0,0,1,0,0
Teamwork,173,2,1,10,0,0,0,0,3,0,42,0,7,59,0,0,0,46,0,1,0,0,0,0,1,0,0,1,0,0
Zeit,173,0,3,5,1,0,28,5,1,20,30,0,1,7,0,2,4,14,0,1,9,0,0,3,32,7,0,0,0,0
Ausbildung,173,3,9,6,0,0,0,1,0,0,6,0,4,47,0,0,0,71,1,2,11,0,1,5,0,4,1,1,0,0
Proteine,172,0,0,0,1,1,5,4,0,0,0,0,1,0,0,0,1,1,8,5,2,18,57,0,0,0,67,0,0,1
Verfassungsrecht,172,0,0,1,1,0,0,1,0,6,22,0,1,4,0,2,127,4,0,1,0,1,0,0,0,0,0,0,1,0
Resilienz,172,4,11,0,1,0,0,0,3,1,34,0,3,24,0,0,1,68,0,14,3,0,0,0,3,0,0,2,0,0
